prefix,resource,organisation,reference,entity
conservation-area,,local-authority-eng:SKP,22,44004862
conservation-area,,government-organisation:PB1164,1551,44004863
conservation-area,,local-authority-eng:SKP,7,44004863
conservation-area,,government-organisation:PB1164,1527,44004864
conservation-area,,local-authority-eng:SKP,1,44004864
conservation-area,,government-organisation:PB1164,1572,44004865
conservation-area,,local-authority-eng:SKP,12,44004865
conservation-area,,government-organisation:PB1164,1545,44004866
conservation-area,,local-authority-eng:SKP,6,44004866
conservation-area,,government-organisation:PB1164,1577,44004867
conservation-area,,local-authority-eng:SKP,37,44004867
conservation-area,,government-organisation:PB1164,1533,44004868
conservation-area,,local-authority-eng:SKP,36,44004868
conservation-area,,government-organisation:PB1164,1526,44004869
conservation-area,,local-authority-eng:SKP,30,44004869
conservation-area,,government-organisation:PB1164,1597,44004870
conservation-area,,local-authority-eng:SKP,24,44004870
conservation-area,,government-organisation:PB1164,1589,44004871
conservation-area,,local-authority-eng:SKP,19,44004871
conservation-area,,government-organisation:PB1164,1530,44004872
conservation-area,,local-authority-eng:SKP,2,44004872
conservation-area,,government-organisation:PB1164,1587,44004873
conservation-area,,local-authority-eng:SKP,17,44004873
conservation-area,,government-organisation:PB1164,1593,44004874
conservation-area,,local-authority-eng:SKP,23,44004874
conservation-area,,government-organisation:PB1164,2613,44004875
conservation-area,,government-organisation:PB1164,2623,44004876
conservation-area,,government-organisation:PB1164,2621,44004877
conservation-area,,government-organisation:PB1164,2616,44004878
conservation-area,,government-organisation:PB1164,2609,44004879
conservation-area,,government-organisation:PB1164,2605,44004880
conservation-area,,government-organisation:PB1164,2626,44004881
conservation-area,,government-organisation:PB1164,2628,44004882
conservation-area,,government-organisation:PB1164,2624,44004883
conservation-area,,government-organisation:PB1164,2614,44004884
conservation-area,,government-organisation:PB1164,2617,44004885
conservation-area,,government-organisation:PB1164,2619,44004886
conservation-area,,government-organisation:PB1164,1605,44004887
conservation-area,,government-organisation:PB1164,1606,44004888
conservation-area,,government-organisation:PB1164,1608,44004889
conservation-area,,government-organisation:PB1164,1610,44004890
conservation-area,,government-organisation:PB1164,1614,44004891
conservation-area,,government-organisation:PB1164,1601,44004892
conservation-area,,government-organisation:PB1164,1611,44004893
conservation-area,,government-organisation:PB1164,1602,44004894
conservation-area,,government-organisation:PB1164,1613,44004895
conservation-area,,government-organisation:PB1164,1604,44004896
conservation-area,,government-organisation:PB1164,1612,44004897
conservation-area,,government-organisation:PB1164,1615,44004898
conservation-area,,government-organisation:PB1164,1603,44004899
conservation-area,,government-organisation:PB1164,1607,44004900
conservation-area,,government-organisation:PB1164,1609,44004901
conservation-area,,government-organisation:PB1164,6318,44004902
conservation-area,,government-organisation:PB1164,6316,44004903
conservation-area,,government-organisation:PB1164,6319,44004904
conservation-area,,government-organisation:PB1164,9176,44004905
conservation-area,,government-organisation:PB1164,9181,44004906
conservation-area,,government-organisation:PB1164,9182,44004907
conservation-area,,government-organisation:PB1164,9180,44004908
conservation-area,,government-organisation:PB1164,9178,44004909
conservation-area,,government-organisation:PB1164,9171,44004910
conservation-area,,government-organisation:PB1164,9168,44004911
conservation-area,,government-organisation:PB1164,9184,44004912
conservation-area,,government-organisation:PB1164,9179,44004913
conservation-area,,government-organisation:PB1164,9174,44004914
conservation-area,,government-organisation:PB1164,9173,44004915
conservation-area,,government-organisation:PB1164,8581,44004916
conservation-area,,government-organisation:PB1164,8580,44004917
conservation-area,,government-organisation:PB1164,8571,44004918
conservation-area,,government-organisation:PB1164,8583,44004919
conservation-area,,government-organisation:PB1164,8588,44004920
conservation-area,,government-organisation:PB1164,8576,44004921
conservation-area,,government-organisation:PB1164,8578,44004922
conservation-area,,government-organisation:PB1164,8590,44004923
conservation-area,,government-organisation:PB1164,8589,44004924
conservation-area,,government-organisation:PB1164,2686,44004925
conservation-area,,government-organisation:PB1164,2688,44004926
conservation-area,,government-organisation:PB1164,2671,44004927
conservation-area,,government-organisation:PB1164,2672,44004928
conservation-area,,government-organisation:PB1164,2683,44004929
conservation-area,,government-organisation:PB1164,2684,44004930
conservation-area,,government-organisation:PB1164,2676,44004931
conservation-area,,government-organisation:PB1164,2662,44004932
conservation-area,,government-organisation:PB1164,2669,44004933
conservation-area,,government-organisation:PB1164,2664,44004934
conservation-area,,government-organisation:PB1164,2691,44004935
conservation-area,,government-organisation:PB1164,2689,44004936
conservation-area,,government-organisation:PB1164,2663,44004937
conservation-area,,government-organisation:PB1164,2675,44004938
conservation-area,,government-organisation:PB1164,2668,44004939
conservation-area,,government-organisation:PB1164,2674,44004940
conservation-area,,government-organisation:PB1164,2667,44004941
conservation-area,,government-organisation:PB1164,1316,44004942
conservation-area,,local-authority-eng:SHN,CA03,44004942
conservation-area,,government-organisation:PB1164,1315,44004943
conservation-area,,government-organisation:PB1164,6535,44004944
conservation-area,,government-organisation:PB1164,6536,44004945
conservation-area,,government-organisation:PB1164,6523,44004946
conservation-area,,government-organisation:PB1164,6539,44004947
conservation-area,,government-organisation:PB1164,6525,44004948
conservation-area,,government-organisation:PB1164,6544,44004949
conservation-area,,government-organisation:PB1164,6542,44004950
conservation-area,,government-organisation:PB1164,6546,44004951
conservation-area,,government-organisation:PB1164,787,44004952
conservation-area,,government-organisation:PB1164,6528,44004953
conservation-area,,government-organisation:PB1164,6538,44004954
conservation-area,,government-organisation:PB1164,6530,44004955
conservation-area,,government-organisation:PB1164,6527,44004956
conservation-area,,government-organisation:PB1164,6529,44004957
conservation-area,,government-organisation:PB1164,6532,44004958
conservation-area,,government-organisation:PB1164,6526,44004959
conservation-area,,government-organisation:PB1164,302,44009641
conservation-area,,local-authority-eng:CMD,COA00000459,44009641
conservation-area,,government-organisation:PB1164,274,44009647
conservation-area,,local-authority-eng:CMD,COA00000460,44009647
conservation-area,,government-organisation:PB1164,276,44009650
conservation-area,,local-authority-eng:CMD,COA00000452,44009650
conservation-area,,government-organisation:PB1164,290,44009660
conservation-area,,local-authority-eng:CMD,COA00000446,44009660
conservation-area,,government-organisation:PB1164,9865,44009629
conservation-area,,local-authority-eng:CMD,COA00000434,44009629
conservation-area,,government-organisation:PB1164,271,44009621
conservation-area,,local-authority-eng:CMD,COA00000427,44009621
conservation-area,,government-organisation:PB1164,9700,44004966
conservation-area,,government-organisation:PB1164,7195,44004967
conservation-area,,local-authority-eng:BRD,05/00010/CONARA,44004967
conservation-area,,government-organisation:PB1164,7092,44004968
conservation-area,,local-authority-eng:BRD,05/00016/CONARA,44004968
conservation-area,,government-organisation:PB1164,7204,44004969
conservation-area,,local-authority-eng:BRD,05/00011/CONARA,44004969
conservation-area,,government-organisation:PB1164,7088,44004970
conservation-area,,local-authority-eng:BRD,05/00012/CONARA,44004970
conservation-area,,government-organisation:PB1164,7202,44004971
conservation-area,,local-authority-eng:BRD,05/00013/CONARA,44004971
conservation-area,,government-organisation:PB1164,7157,44004972
conservation-area,,local-authority-eng:BRD,05/00014/CONARA,44004972
conservation-area,,government-organisation:PB1164,7080,44004973
conservation-area,,local-authority-eng:BRD,05/00015/CONARA,44004973
conservation-area,,government-organisation:PB1164,7161,44004974
conservation-area,,local-authority-eng:BRD,05/00051/CONARA,44004974
conservation-area,,government-organisation:PB1164,7156,44004975
conservation-area,,local-authority-eng:BRD,05/00017/CONARA,44004975
conservation-area,,government-organisation:PB1164,7194,44004976
conservation-area,,local-authority-eng:BRD,05/00018/CONARA,44004976
conservation-area,,government-organisation:PB1164,7170,44004977
conservation-area,,local-authority-eng:BRD,05/00020/CONARA,44004977
conservation-area,,government-organisation:PB1164,7082,44004978
conservation-area,,local-authority-eng:BRD,05/00019/CONARA,44004978
conservation-area,,government-organisation:PB1164,7084,44004979
conservation-area,,local-authority-eng:BRD,05/00021/CONARA,44004979
conservation-area,,government-organisation:PB1164,7193,44004980
conservation-area,,local-authority-eng:BRD,05/00022/CONARA,44004980
